N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Temperature,Humidity,Rainfall,Season,Irrigation_Type,Recommended_Crop
89,43,118,4.74,12.2,Loamy,17.55,48.07,2998.74,Rabi,Sprinkler,Potato
119,57,80,7.77,58.4,Silt,20.19,79.65,812.4,Zaid,Sprinkler,Millet
78,17,48,6.76,55.9,Clay,23.96,62.5,2493.64,Kharif,Sprinkler,Rice
21,19,57,7.89,16.33,Silt,11.32,38.57,608.58,Kharif,Canal,Wheat
84,14,100,8.4,15.63,Silt,36.65,39.82,2899.21,Rabi,Canal,Rice
102,57,46,8.33,36.95,Loamy,37.11,83.9,1058.77,Kharif,Sprinkler,Sugarcane
29,35,69,7.92,47.85,Sandy,29.85,52.02,607.58,Zaid,Rainfed,Millet
72,32,90,4.54,29.11,Loamy,19.48,45.32,1268.91,Rabi,Drip,Wheat
98,71,83,8.04,16.82,Silt,21.56,71.62,242.6,Rabi,Drip,Barley
78,22,13,4.8,35.53,Loamy,32.02,81.65,504.83,Kharif,Sprinkler,Millet
67,18,32,7.9,26.88,Clay,18.59,56.54,1589.22,Kharif,Sprinkler,Wheat
142,29,23,5.62,27.59,Silt,28.27,77.47,2833.75,Zaid,Canal,Rice
41,66,14,6.94,42.25,Silt,37.19,55.8,1445.79,Rabi,Sprinkler,Barley
119,33,75,4.65,54.28,Clay,22.31,71.49,2048.64,Kharif,Drip,Rice
117,42,119,7.58,37.93,Loamy,27.61,64.49,2179.81,Kharif,Drip,Rice
44,29,33,4.95,44.38,Loamy,37.86,83.67,302.37,Rabi,Canal,Millet
47,69,27,6.14,43,Loamy,20.22,49.5,1101.83,Rabi,Drip,Potato
132,57,36,7.77,37.56,Sandy,32.79,76.23,2991.73,Rabi,Drip,Rice
64,73,33,7.28,25.54,Silt,32.65,71.04,219.62,Rabi,Sprinkler,Millet
87,39,38,4.52,28.89,Clay,37.85,80.33,1516.48,Kharif,Canal,Rice
26,82,20,6.11,25.79,Silt,35.76,66.45,2544.85,Rabi,Drip,Rice
68,26,27,4.67,55.87,Sandy,32.46,57.61,1007.55,Rabi,Drip,Wheat
156,23,13,7.19,51.33,Silt,29.1,32.97,2990.56,Zaid,Sprinkler,Rice
102,28,42,8.38,38.97,Clay,17.24,80.38,1561.1,Kharif,Rainfed,Wheat
148,80,87,7.12,55.61,Clay,30.12,84.6,2759.19,Rabi,Rainfed,Rice
157,68,117,5.4,54.32,Silt,18.29,56.98,1679.32,Kharif,Sprinkler,Sugarcane
92,76,51,5.92,56.38,Sandy,23.2,43.34,1313.4,Rabi,Canal,Wheat
65,53,41,8.41,21.09,Silt,31.29,68.83,2188.28,Zaid,Canal,Rice
125,41,60,5.4,45.88,Sandy,30.25,37.3,2883.16,Rabi,Rainfed,Rice
51,20,13,6.75,40.46,Loamy,22.04,32.45,1253.06,Rabi,Rainfed,Wheat
25,11,29,6.1,46.69,Clay,15.48,47.41,2621.84,Zaid,Canal,Wheat
93,77,94,7.57,23.17,Silt,24.52,70.79,2046.91,Zaid,Sprinkler,Rice
133,26,76,7.97,44.74,Clay,18.1,78.85,1260.09,Rabi,Rainfed,Wheat
46,49,98,5.86,30.49,Clay,17.66,39.41,355.36,Rabi,Drip,Potato
73,55,77,7.14,51.7,Silt,19.8,86.77,1071.93,Kharif,Sprinkler,Wheat
104,13,71,6.7,49.77,Loamy,31.19,63.12,2527.6,Rabi,Rainfed,Rice
146,47,67,5.61,20.57,Clay,24.92,85.52,466.42,Zaid,Canal,Potato
130,72,56,5.59,19.19,Clay,21.2,38.99,1802.1,Rabi,Sprinkler,Rice
34,38,84,6.65,45.89,Sandy,37.02,57.48,1633.15,Zaid,Canal,Rice
151,28,89,5.12,37.52,Sandy,31.2,55.85,2052.6,Kharif,Canal,Rice
112,38,68,7.74,37.86,Loamy,24.84,54.7,2829.21,Kharif,Rainfed,Rice
142,44,109,4.78,47.63,Silt,22.64,85.85,2304.93,Zaid,Sprinkler,Rice
92,79,15,4.88,52.75,Clay,34.57,80.96,1629.74,Kharif,Canal,Rice
111,32,104,5.87,21.95,Loamy,15.19,77.66,2525,Kharif,Rainfed,Sugarcane
36,55,49,4.97,37.78,Silt,29.92,47.17,2164.67,Kharif,Canal,Rice
62,53,86,6.4,51.45,Sandy,10.63,50.34,2707.53,Rabi,Rainfed,Wheat
140,57,32,6.1,53.64,Clay,10.21,45.56,2228.18,Rabi,Drip,Wheat
60,61,61,7.39,24.37,Clay,37.95,77.61,2308.45,Kharif,Rainfed,Rice
58,17,13,8.31,15.21,Silt,25.42,53.57,435.2,Rabi,Drip,Millet
132,64,46,7.51,21.64,Loamy,19.45,88.72,210.7,Kharif,Canal,Wheat
130,75,51,5.22,57.27,Clay,33.84,51.86,2875.73,Zaid,Sprinkler,Rice
66,86,110,8.24,33.12,Clay,39.54,40.19,905.68,Rabi,Canal,Potato
82,49,53,6.07,30.93,Sandy,11.03,85.79,662.28,Rabi,Drip,Wheat
129,40,106,6.4,10.65,Loamy,11.14,76.96,644.41,Rabi,Canal,Wheat
88,57,51,6.19,12.55,Sandy,35.64,64.99,2266.09,Zaid,Rainfed,Rice
62,70,38,5.62,43.43,Silt,26.7,81.51,329.92,Kharif,Drip,Millet
53,61,110,8.08,39.49,Silt,36.48,86.97,2050.87,Zaid,Drip,Rice
59,47,28,5.83,38.78,Loamy,30.84,81.68,1800.09,Rabi,Canal,Rice
80,45,93,6.81,15.52,Sandy,24.12,84.27,612.44,Rabi,Drip,Cotton
81,64,41,5.46,27.6,Silt,14.84,46.27,579.25,Zaid,Canal,Tomato
77,22,53,7.69,50.62,Loamy,21.7,60.65,571.45,Rabi,Rainfed,Barley
94,46,64,7.6,18.75,Silt,33.61,77.72,926.65,Zaid,Rainfed,Sugarcane
35,56,89,5.69,54.13,Clay,17.02,61.56,1997.01,Kharif,Sprinkler,Pulses
101,80,14,7.23,16.07,Clay,31.37,68.51,779.29,Kharif,Drip,Millet
113,31,55,7.32,18.46,Loamy,17.42,85.37,2048.21,Kharif,Sprinkler,Wheat
67,48,85,6.75,33.89,Silt,23.91,47.72,2920.77,Kharif,Rainfed,Rice
157,67,54,6.9,57.26,Loamy,12.56,62.36,2613.87,Zaid,Drip,Wheat
101,39,30,6.8,26.48,Loamy,23.65,63.81,2434.62,Rabi,Drip,Rice
57,27,87,4.83,42.91,Loamy,28.38,51.57,2857.58,Rabi,Sprinkler,Rice
146,27,110,7.18,39.43,Clay,26.9,52.1,1914.92,Rabi,Sprinkler,Rice
38,83,31,6.38,17.48,Loamy,22.19,76.14,2352.82,Rabi,Rainfed,Rice
82,48,39,6.25,22.41,Clay,21.09,85.77,2367,Zaid,Rainfed,Rice
96,35,32,7.94,56.51,Clay,18.26,68.02,2928.71,Zaid,Sprinkler,Wheat
150,80,14,4.59,19.24,Silt,33.01,59.28,2012.09,Zaid,Sprinkler,Rice
121,16,72,5.51,44.75,Loamy,33.48,75.02,964.56,Rabi,Drip,Potato
84,78,102,4.99,58.23,Silt,24.49,89.87,747.89,Kharif,Canal,Barley
139,74,68,4.64,15.98,Clay,21.48,34.94,1058.74,Kharif,Sprinkler,Sugarcane
110,55,103,5.6,29.96,Loamy,29.12,69.09,2332.91,Kharif,Sprinkler,Rice
27,27,91,8.45,21.2,Clay,26.73,63.37,2038.35,Kharif,Canal,Rice
92,22,119,5.58,21.08,Loamy,30.02,66.61,813.91,Rabi,Rainfed,Wheat
153,34,61,7.15,15.95,Loamy,19.18,31.37,2607.53,Zaid,Canal,Wheat
126,17,74,4.97,42.48,Sandy,33.65,87.34,2947.74,Rabi,Drip,Rice
108,83,48,6.91,47.32,Silt,19.5,35.12,2320.19,Zaid,Canal,Wheat
58,41,90,8.44,43.84,Sandy,22.56,48.45,373.89,Zaid,Rainfed,Cotton
132,26,12,5.67,56.23,Loamy,13.97,47.9,1957.12,Zaid,Canal,Sugarcane
47,88,51,7.89,17.28,Sandy,35.66,73.99,2825.54,Kharif,Drip,Rice
116,88,80,8.49,25.99,Clay,29.33,70.26,1076.3,Kharif,Rainfed,Sugarcane
56,57,36,6.85,27.23,Loamy,17.06,33.7,1839.21,Kharif,Rainfed,Wheat
156,72,37,5.74,21.6,Loamy,35.55,38.98,835.56,Zaid,Canal,Pulses
101,49,117,7.19,17.11,Loamy,31.14,49.13,2665.92,Zaid,Drip,Rice
75,24,63,7.88,34.34,Sandy,23.27,72.25,2635.95,Zaid,Drip,Rice
104,15,104,5.19,51.72,Silt,39.7,85.75,1220.47,Kharif,Sprinkler,Sugarcane
21,72,24,6.31,57.73,Silt,20.12,48.93,1179.14,Kharif,Sprinkler,Pulses
77,17,62,5.78,16.47,Silt,12.99,61.53,200.28,Zaid,Sprinkler,Sugarcane
126,41,81,5.63,51.16,Sandy,32,52.36,1088.85,Rabi,Drip,Sugarcane
142,54,79,7.94,51.23,Clay,32.71,64.64,2387.98,Zaid,Canal,Rice
133,61,101,6.19,29.45,Sandy,11.77,67.68,280.11,Kharif,Canal,Wheat
126,88,13,5.86,15.5,Silt,34.58,61.1,767.69,Kharif,Canal,Millet
56,22,103,6.91,59.5,Sandy,33.28,53.34,2244.75,Rabi,Canal,Rice
98,33,116,5.38,42.78,Clay,37.89,82.79,2014.38,Kharif,Canal,Rice
111,49,26,5.42,59.11,Loamy,13.56,78.12,2962.63,Zaid,Canal,Sugarcane
37,23,43,6.58,34.18,Loamy,28.02,89.9,1293.73,Zaid,Rainfed,Barley
117,84,15,6.14,29.76,Silt,16.58,54.76,573.19,Zaid,Drip,Wheat
82,79,45,5.68,22.36,Silt,21.98,32.32,2061.19,Kharif,Drip,Rice
158,71,108,4.72,59.18,Clay,17.95,69.08,421.27,Kharif,Drip,Sugarcane
23,70,112,6.58,22.66,Sandy,23.48,77.01,526.91,Kharif,Canal,Cotton
154,10,48,7.77,11.19,Clay,13.39,86.21,1790.17,Zaid,Drip,Wheat
80,75,89,7.91,35.62,Clay,19.11,30.62,1521.53,Zaid,Rainfed,Wheat
126,41,75,5.44,28.85,Loamy,12.13,82.77,938.1,Zaid,Canal,Rice
73,22,17,6.9,23.07,Sandy,24.75,61,1538.31,Kharif,Canal,Rice
107,42,24,7.92,41.73,Loamy,18.9,52.49,2631.3,Zaid,Drip,Wheat
87,41,72,6.13,28.21,Loamy,27.71,43.32,2229.99,Rabi,Sprinkler,Rice
148,65,100,8.23,30.11,Clay,23.69,78.85,1473.44,Kharif,Rainfed,Sugarcane
74,33,89,8.11,11.15,Loamy,17.32,51.82,1071.75,Zaid,Sprinkler,Wheat
22,13,74,5.33,39.45,Silt,13.09,66.27,1830.12,Rabi,Drip,Potato
140,32,68,5.54,16.1,Silt,32.6,60.7,208.02,Rabi,Rainfed,Millet
148,38,19,5.22,20.69,Loamy,28.99,45.79,2252.61,Kharif,Drip,Rice
121,30,16,5.28,45.86,Loamy,10.99,77.27,2446.85,Rabi,Sprinkler,Sugarcane
57,39,83,8.13,25.66,Sandy,39.68,47.89,540.89,Rabi,Sprinkler,Millet
104,29,85,8.22,18.16,Silt,29.27,77.24,1327.35,Zaid,Sprinkler,Sugarcane
152,25,90,4.71,38.87,Sandy,16.22,54.57,606.2,Kharif,Drip,Cotton
111,76,118,6.87,20.75,Loamy,35.21,31.81,2856.65,Rabi,Sprinkler,Rice
40,58,21,6.76,23.55,Silt,36.46,76.05,2512.77,Kharif,Drip,Rice
128,67,88,6.06,41.07,Clay,27.21,83.96,256.2,Kharif,Rainfed,Millet
66,53,55,7.03,46.99,Clay,36.57,37.19,2917.07,Kharif,Sprinkler,Rice
103,34,41,8.29,46.98,Loamy,10.88,65.11,597.11,Kharif,Drip,Wheat
102,32,41,5.18,34.11,Sandy,38.36,34.31,435.22,Kharif,Rainfed,Millet
54,68,99,4.98,32.71,Clay,11.72,79.79,291.3,Rabi,Canal,Barley
88,10,87,4.63,49.38,Clay,29.27,89.28,2413.85,Kharif,Canal,Rice
148,24,99,5.96,19.65,Silt,20.38,59.7,2790.73,Kharif,Drip,Rice
159,61,70,5.85,17.61,Sandy,11.18,48.8,467.75,Zaid,Drip,Cotton
46,67,78,6.22,43.23,Sandy,37.88,80.74,2953.27,Kharif,Sprinkler,Rice
75,50,70,6.51,30.48,Clay,14.06,61.25,1084.41,Rabi,Sprinkler,Wheat
42,53,111,7.53,45.5,Loamy,35.61,56.94,2100.77,Kharif,Canal,Rice
40,13,55,6.07,22.83,Clay,19.91,43.67,2961.54,Zaid,Canal,Wheat
80,86,77,5.82,26.24,Sandy,32.23,66.96,223.79,Kharif,Rainfed,Millet
82,77,101,7.81,54.83,Silt,17.63,66.38,1731,Rabi,Drip,Wheat
141,16,64,7.9,31.08,Sandy,27.5,45.77,2036.76,Zaid,Rainfed,Rice
71,55,10,5.43,39.55,Silt,33.99,42.68,1239.81,Rabi,Rainfed,Wheat
107,18,86,5.76,15.33,Silt,26.99,56.31,507.92,Zaid,Canal,Millet
74,42,116,7.8,18.94,Silt,19.2,57.05,1939.14,Kharif,Rainfed,Wheat
65,42,76,4.82,11.79,Sandy,17,37.7,331.6,Rabi,Rainfed,Cotton
51,13,58,5.8,31.22,Sandy,15.24,46.56,2785.63,Kharif,Canal,Rice
74,74,34,6.29,59.45,Loamy,35.16,39.62,1493.78,Kharif,Canal,Millet
115,43,115,5.25,53.69,Clay,28.33,84.09,2748.77,Kharif,Sprinkler,Rice
152,88,25,5.22,41.65,Sandy,25.26,34.46,2542.34,Kharif,Drip,Rice
55,73,94,6.2,53.05,Silt,17.49,82.73,210.2,Zaid,Rainfed,Wheat
129,34,22,7.52,39.71,Sandy,23.01,61.67,1485.81,Zaid,Canal,Sugarcane
125,64,61,7.86,28.44,Sandy,28.6,69.92,2685.85,Kharif,Canal,Rice
77,18,117,8.42,18.68,Clay,12.16,85.39,1242.14,Rabi,Drip,Wheat
58,26,45,4.8,42.65,Sandy,20.82,51.92,1105.01,Rabi,Canal,Barley
99,30,81,5.37,19.65,Silt,17.19,72.16,2119.64,Rabi,Rainfed,Barley
116,69,53,7.53,30.87,Clay,29.4,70.3,2174.14,Rabi,Sprinkler,Rice
132,22,92,6.66,51.29,Loamy,28.19,89.3,2000.85,Zaid,Canal,Rice
80,12,56,5.81,16.46,Silt,18.98,32.76,1217.48,Zaid,Canal,Tomato
156,77,89,5.32,16.45,Silt,11.25,57.33,378.15,Kharif,Canal,Wheat
25,13,85,5.62,21.22,Sandy,15.48,89.37,2784.41,Rabi,Rainfed,Wheat
128,16,29,6.22,37.6,Loamy,14.8,49.67,1088.2,Kharif,Drip,Wheat
54,35,27,5.21,22.59,Clay,27.05,87.94,2427.78,Zaid,Drip,Rice
58,84,63,8.36,35.16,Loamy,15.08,79,1184.69,Rabi,Rainfed,Wheat
137,33,21,4.93,25.1,Sandy,24.47,50.36,1585.28,Rabi,Sprinkler,Rice
24,19,34,8.44,35.31,Loamy,28.44,31.75,1246.28,Rabi,Drip,Potato
106,22,69,7.87,23.88,Silt,36.39,46.82,427.71,Zaid,Sprinkler,Millet
95,53,84,6.19,59,Silt,17.35,37.42,1122.45,Kharif,Canal,Wheat
76,48,95,7.46,34.64,Loamy,15.58,55.71,2875.9,Zaid,Sprinkler,Wheat
146,28,119,7.19,47.18,Loamy,15.2,86.37,508.94,Rabi,Drip,Wheat
48,60,43,5.35,45.03,Silt,20.81,60.76,1756.36,Kharif,Sprinkler,Rice
106,28,22,5.86,34.53,Loamy,29.48,56.85,2911.54,Kharif,Sprinkler,Rice
65,85,119,6.55,21.94,Silt,30.16,42.95,257.43,Rabi,Sprinkler,Millet
135,61,47,7.05,35.54,Loamy,16.33,67.29,393.73,Kharif,Rainfed,Wheat
131,56,21,6.67,44.05,Clay,13.94,57.32,2745.53,Zaid,Sprinkler,Wheat
64,39,112,6.39,33,Clay,23.46,76.36,2259.57,Kharif,Sprinkler,Rice
123,55,45,6.27,14.1,Sandy,14.24,60.97,1726.9,Zaid,Rainfed,Wheat
104,85,37,6.49,10.9,Silt,34.39,83.19,1702.6,Rabi,Rainfed,Rice
153,30,100,6.24,26.39,Clay,12.52,76.98,2929.68,Kharif,Drip,Wheat
127,84,48,6.67,17.51,Silt,32.56,38.7,258.67,Kharif,Canal,Millet
37,57,86,8.05,55.31,Clay,11.28,38.16,957.33,Kharif,Drip,Wheat
113,71,52,7.03,18.79,Sandy,34.21,31.46,1087.11,Rabi,Sprinkler,Sugarcane
52,67,113,7.39,29.71,Silt,28.81,52.14,534.58,Rabi,Sprinkler,Millet
145,27,100,6.89,45.6,Clay,19.67,33.28,1200.23,Rabi,Canal,Wheat
141,68,40,7.07,50.77,Silt,22.17,57,1237.15,Zaid,Canal,Sugarcane
157,57,11,6.81,33.89,Sandy,30.21,44.48,2884.64,Kharif,Rainfed,Rice
134,72,91,4.61,19.06,Sandy,15.57,59.89,1437.66,Zaid,Rainfed,Sugarcane
47,21,99,8.5,23.54,Clay,36.71,39.5,2817.36,Kharif,Canal,Rice
30,43,51,4.63,30.95,Loamy,24.49,62.95,2468.1,Rabi,Canal,Rice
66,70,40,6.08,28.23,Sandy,32.8,87.99,2263.15,Rabi,Drip,Rice
146,62,70,4.92,27.43,Loamy,25.2,68.23,1125.47,Rabi,Drip,Sugarcane
137,34,111,4.89,16.59,Sandy,23.57,63.86,1395.54,Rabi,Drip,Sugarcane
145,71,65,7.67,55.67,Clay,24.09,77.28,324.77,Zaid,Canal,Millet
91,13,95,6.2,11.49,Loamy,20.89,30.33,1256.57,Zaid,Drip,Sugarcane
126,22,109,7.7,32,Silt,31.98,46.95,2637.14,Zaid,Rainfed,Rice
156,51,92,5.59,59.02,Sandy,35.38,89.22,2387.86,Kharif,Rainfed,Rice
52,58,23,5.53,42.99,Clay,35.63,76.96,2463.42,Zaid,Canal,Rice
38,87,23,5.5,27.77,Silt,13.63,35.42,820.48,Kharif,Rainfed,Sugarcane
93,65,38,6.96,17.3,Loamy,32.84,49.59,788.1,Zaid,Drip,Millet
117,56,90,7.76,58.19,Clay,16,56.39,2057.36,Kharif,Sprinkler,Wheat
148,17,59,6.31,10.7,Silt,10.37,86.08,2023.55,Zaid,Rainfed,Wheat
112,64,59,6.02,44.07,Clay,18.26,65.17,746.87,Kharif,Drip,Wheat
67,27,72,8.39,54.01,Loamy,18.79,34.63,2215.01,Rabi,Sprinkler,Wheat
83,44,110,4.97,11.26,Silt,34.29,60.54,1253.22,Rabi,Sprinkler,Potato
80,41,82,6.45,46.26,Sandy,32.27,47.36,2683.05,Rabi,Drip,Rice
58,33,74,6.13,59.94,Sandy,12.54,50.32,1220.54,Rabi,Drip,Wheat
147,16,77,4.89,41.98,Clay,19.78,36.86,843.89,Zaid,Sprinkler,Maize
107,22,80,5.57,30.73,Sandy,17.54,57.53,748.42,Zaid,Canal,Wheat
45,78,20,4.61,53.72,Loamy,27.86,70.17,2714.96,Zaid,Canal,Rice
36,51,23,8.01,37.71,Loamy,26.25,75.57,2608.08,Rabi,Canal,Rice
90,40,115,6.93,47.47,Silt,30.37,71.72,1392.43,Zaid,Drip,Tomato
32,83,92,7.76,39.39,Silt,37.32,69.63,874.02,Zaid,Canal,Rice
88,35,113,6.59,11.91,Silt,22.63,82.15,996.72,Rabi,Rainfed,Potato
45,85,12,6.9,20.66,Clay,29.68,49.94,1277.87,Zaid,Sprinkler,Maize
68,41,17,7.3,13.94,Clay,37.55,42.88,324.17,Zaid,Drip,Millet
26,61,102,8.13,15.33,Loamy,26.25,35.37,388.42,Rabi,Rainfed,Millet
77,29,110,4.87,10.77,Loamy,19.25,39.94,2796.89,Kharif,Rainfed,Tomato
68,49,52,5.82,31.06,Clay,22.09,38.96,2345.13,Zaid,Sprinkler,Rice
122,68,18,7.34,18.93,Silt,32.64,84.75,2479.15,Kharif,Rainfed,Rice
72,86,28,8.33,52.78,Clay,31.6,40.83,1540.2,Zaid,Drip,Rice
81,23,21,8.42,47.5,Silt,32.45,35.64,1221.94,Kharif,Drip,Barley
36,53,36,7.05,38.66,Loamy,32.3,54.02,457.52,Rabi,Canal,Millet
44,57,110,5.27,34.45,Silt,37.61,40.18,1762.64,Kharif,Drip,Rice
150,52,67,4.98,22.79,Clay,32.92,37.83,2281.4,Kharif,Drip,Rice
48,25,34,8.28,33.75,Sandy,35.66,51.74,748.55,Zaid,Sprinkler,Millet
136,44,54,6.24,42.06,Loamy,27.21,85.16,1289.65,Rabi,Rainfed,Sugarcane
45,62,111,5.28,49.11,Loamy,29.33,31.83,2796.48,Rabi,Drip,Rice
143,43,57,8.24,14.08,Clay,39.03,42.46,2562.5,Kharif,Sprinkler,Rice
44,12,59,4.92,45.42,Clay,36.11,79.45,2435.22,Rabi,Canal,Rice
73,77,90,7.42,47.14,Loamy,33.32,44.71,310.42,Zaid,Rainfed,Millet
92,14,53,7,37.95,Clay,30.57,56.47,663.62,Rabi,Rainfed,Millet
139,19,68,4.85,20.72,Silt,20.76,35.91,1056.91,Rabi,Canal,Sugarcane
75,61,42,5.85,36.96,Silt,26.44,77.71,1050.2,Kharif,Canal,Sugarcane
84,38,112,5.1,35.14,Silt,11.65,74.19,561.09,Zaid,Canal,Barley
112,40,87,6.92,33.79,Sandy,22.49,37.68,1010.45,Rabi,Canal,Sugarcane
105,75,37,6.41,33.03,Clay,13.36,86.88,1398.8,Kharif,Sprinkler,Wheat
99,85,27,4.52,15.54,Silt,31.86,65.44,338.05,Rabi,Sprinkler,Millet
127,78,64,8.4,19.14,Loamy,36.77,77.89,1328.9,Rabi,Drip,Sugarcane
137,46,42,5.9,14.87,Silt,15.22,75.83,1590.29,Rabi,Canal,Sugarcane
102,36,115,5.53,22.12,Silt,17.37,61.14,314.62,Zaid,Sprinkler,Cotton
34,42,24,5.39,23.17,Clay,35.71,74.85,2087.76,Zaid,Sprinkler,Rice
150,77,70,5.14,22.25,Loamy,27.57,44.27,423.39,Kharif,Sprinkler,Millet
158,68,20,8.5,20.55,Sandy,27.65,31.28,2014.19,Rabi,Canal,Rice
49,73,45,5.68,46.77,Loamy,26.89,50.52,2983.43,Rabi,Canal,Rice
76,53,24,6.12,50.93,Silt,16.55,39.15,369.75,Rabi,Sprinkler,Wheat
147,58,62,7.99,26.36,Sandy,17.3,88.86,962.1,Kharif,Sprinkler,Wheat
67,62,71,7.07,25.26,Sandy,38.49,85.42,562.13,Kharif,Sprinkler,Millet
155,83,57,5.97,52.2,Sandy,31.7,38.65,1233.85,Rabi,Canal,Sugarcane
41,58,103,8.09,41.2,Sandy,12.71,50.64,2538.73,Zaid,Drip,Wheat
25,75,24,7.5,24.67,Sandy,16.69,60.56,2802.45,Rabi,Canal,Wheat
123,72,72,5.41,45.68,Clay,28.81,53.92,2551.22,Kharif,Rainfed,Rice
55,34,96,7.07,27.23,Silt,18.5,72,2134.99,Rabi,Rainfed,Wheat
98,13,52,8.19,39.33,Sandy,17.55,60.21,2208.21,Rabi,Canal,Wheat
135,60,59,6.49,59.63,Silt,16.07,63.92,537.33,Kharif,Canal,Wheat
76,20,69,7.43,25.08,Clay,15.57,70.66,896.37,Rabi,Rainfed,Wheat
68,26,68,8.38,56.53,Clay,28.4,31.42,1218.91,Kharif,Canal,Cotton
101,75,24,7.26,26.03,Clay,37.18,30.75,340.39,Kharif,Sprinkler,Millet
85,79,38,4.91,37.01,Loamy,20.83,40.69,2500.61,Rabi,Sprinkler,Rice
96,82,84,5.48,33,Loamy,13.65,73.1,915.9,Kharif,Canal,Barley
64,78,118,6.88,49.16,Sandy,13.73,44.43,346.41,Rabi,Sprinkler,Wheat
98,38,91,5.6,13.05,Clay,38.01,85.21,404.64,Kharif,Sprinkler,Millet
39,82,49,8.33,41.36,Loamy,25.86,34.71,2914.58,Kharif,Rainfed,Rice
142,81,40,6.12,48.03,Clay,23.99,64.79,2753.56,Zaid,Rainfed,Rice
86,29,82,6.33,33.61,Loamy,36.72,31.53,2884.48,Rabi,Drip,Rice
102,36,95,7.31,15.26,Clay,25.21,88.32,2878.78,Kharif,Rainfed,Rice
22,17,20,6.6,22.24,Loamy,24.42,42.82,2438.42,Zaid,Rainfed,Rice
83,70,90,6.03,43.98,Silt,37.8,65.26,972.71,Rabi,Sprinkler,Wheat
59,37,106,4.81,54.77,Sandy,24.23,87.18,1109.35,Kharif,Drip,Millet
78,79,71,6.89,31.08,Sandy,21.73,31.82,1325.6,Rabi,Canal,Wheat
81,12,84,7.97,38.02,Silt,27.45,60.76,2398.01,Rabi,Canal,Rice
151,78,112,7.24,21.42,Sandy,39.32,61.6,2794.97,Zaid,Sprinkler,Rice
79,82,17,6.03,30.61,Clay,38.91,51.09,1432.87,Kharif,Rainfed,Pulses
135,16,60,5.01,26.84,Sandy,33.27,69.27,1044.14,Zaid,Rainfed,Sugarcane
94,69,66,7.77,42.78,Sandy,24.98,62.55,879.97,Kharif,Sprinkler,Barley
141,13,13,8.27,59.23,Loamy,36.44,44.95,918.11,Rabi,Canal,Wheat
126,14,45,6.05,50.67,Loamy,22.58,72.32,219.28,Zaid,Rainfed,Sugarcane
115,20,28,7.41,19.61,Silt,29.2,57.97,855.57,Rabi,Canal,Wheat
110,24,33,6.14,38.88,Loamy,15.38,58.22,1025.77,Zaid,Sprinkler,Wheat
149,73,50,6.51,13.32,Silt,29.84,87.12,2371.65,Rabi,Rainfed,Rice
81,22,58,7.85,22.35,Sandy,18.28,62.1,1735.88,Kharif,Canal,Wheat
68,16,91,4.83,18.61,Loamy,33.15,77.08,1127.07,Kharif,Sprinkler,Potato
156,15,106,6.62,26.78,Loamy,22.42,82.04,1871.81,Zaid,Sprinkler,Rice
111,65,55,5.36,43.94,Sandy,21.95,64.84,2407.28,Zaid,Canal,Rice
143,73,45,5.86,34.97,Loamy,32.4,77.18,1908.13,Rabi,Canal,Rice
80,59,19,7.08,56.65,Clay,22.76,48.57,396.68,Zaid,Canal,Barley
67,39,87,4.61,20.64,Loamy,31.42,40.92,874.81,Kharif,Drip,Millet
155,31,16,6.88,28.21,Clay,35.65,71.73,1000.42,Zaid,Rainfed,Sugarcane
77,34,21,5.63,26.49,Silt,14.11,85.57,1216.21,Rabi,Sprinkler,Wheat
120,37,95,7.18,21.8,Loamy,24.37,32.55,268.95,Zaid,Sprinkler,Cotton
131,48,100,5.07,59.66,Loamy,38.35,75.78,2284.05,Zaid,Rainfed,Rice
81,76,57,7.44,29.36,Clay,34.37,31.7,1517.02,Zaid,Drip,Rice
58,14,46,7.08,57.03,Sandy,39.21,57.52,2710.43,Kharif,Rainfed,Rice
77,74,84,8.38,29.52,Silt,35.81,70.63,1649.51,Kharif,Rainfed,Rice
118,24,45,8.14,20.2,Silt,19.31,54.32,2966.86,Kharif,Sprinkler,Wheat
63,76,69,5.63,15.96,Clay,15.37,48.06,2161.94,Kharif,Rainfed,Wheat
48,49,86,4.61,52.78,Sandy,16.32,41.21,2683.23,Zaid,Canal,Millet
78,78,105,7.12,11.6,Loamy,16.51,88.67,2925.19,Rabi,Rainfed,Wheat
90,86,17,6.91,58.22,Sandy,12.27,64.22,1520.92,Zaid,Rainfed,Wheat
111,52,16,4.61,30.91,Sandy,37.2,37.67,1972.72,Zaid,Sprinkler,Rice
28,10,116,4.99,22.37,Clay,25.08,32.89,2759.3,Zaid,Canal,Rice
146,31,52,6.84,40.87,Sandy,13.04,44.6,1810.84,Rabi,Canal,Wheat
153,71,67,8.15,16.65,Sandy,32.88,62.32,347.82,Rabi,Rainfed,Millet
150,88,90,8.13,13.61,Clay,19.77,75.12,2151.56,Kharif,Drip,Wheat
40,35,95,5.11,51.39,Sandy,12.13,88.86,2820.06,Rabi,Rainfed,Barley
83,27,55,6.04,31.23,Sandy,15.69,80.04,2387.27,Zaid,Drip,Wheat
109,57,43,4.67,35.91,Silt,29.73,66.72,2415.53,Kharif,Drip,Rice
55,18,93,6.38,18.83,Clay,33.82,69.99,421.91,Kharif,Sprinkler,Millet
